n_rows,ps_d_spearman,ps_d_pvalue,ps_auc,ps_miscoverage_spearman,ps_miscoverage_pvalue
58152,0.5359932935405594,0.0,0.6094024642859949,0.11468424295031557,1.9053687960604692e-169
