n,actual_miscoverage,mean_predicted_probability,brier,logloss,auc,pr_auc,ece,calibration_intercept,calibration_slope
33024,0.09829215116279069,0.1022943221616346,0.08767091141991011,0.3168030411499998,0.6026763949715883,0.14378351680485094,0.015795478982550844,-0.724623328407417,0.6756313346005611
